type,time,latitude,longitude,alt,name,color,width
T,22:07:10,39.942667,-75.199962,-0.002,Cartographer,red,2
T,22:07:10,39.942667,-75.199966,-0.001,Cartographer,red,2
T,22:07:10,39.942667,-75.199969,-0.001,Cartographer,red,2
T,22:07:10,39.942666,-75.199972,-0.001,Cartographer,red,2
T,22:07:10,39.942666,-75.199975,-0.001,Cartographer,red,2
T,22:07:10,39.942666,-75.199978,-0.001,Cartographer,red,2
T,22:07:10,39.942665,-75.199982,-0.001,Cartographer,red,2
T,22:07:10,39.942665,-75.199985,-0.001,Cartographer,red,2
T,22:07:10,39.942665,-75.199988,-0.001,Cartographer,red,2
T,22:07:10,39.942665,-75.199991,-0.001,Cartographer,red,2
T,22:07:10,39.942664,-75.199994,-0.001,Cartographer,red,2
T,22:07:11,39.942664,-75.199998,-0.001,Cartographer,red,2
T,22:07:11,39.942664,-75.200001,-0.001,Cartographer,red,2
T,22:07:11,39.942663,-75.200004,-0.001,Cartographer,red,2
T,22:07:11,39.942663,-75.200007,-0.001,Cartographer,red,2
T,22:07:11,39.942663,-75.200010,-0.001,Cartographer,red,2
T,22:07:11,39.942663,-75.200013,-0.001,Cartographer,red,2
T,22:07:11,39.942662,-75.200016,-0.001,Cartographer,red,2
T,22:07:11,39.942662,-75.200020,-0.001,Cartographer,red,2
T,22:07:11,39.942662,-75.200023,-0.001,Cartographer,red,2
T,22:07:11,39.942662,-75.200026,-0.001,Cartographer,red,2
T,22:07:11,39.942662,-75.200029,-0.001,Cartographer,red,2
T,22:07:11,39.942662,-75.200032,-0.001,Cartographer,red,2
T,22:07:11,39.942662,-75.200035,-0.000,Cartographer,red,2
T,22:07:11,39.942661,-75.200038,-0.000,Cartographer,red,2
T,22:07:11,39.942661,-75.200042,-0.000,Cartographer,red,2
T,22:07:11,39.942661,-75.200045,-0.000,Cartographer,red,2
T,22:07:11,39.942661,-75.200048,-0.000,Cartographer,red,2
T,22:07:11,39.942662,-75.200051,-0.000,Cartographer,red,2
T,22:07:11,39.942662,-75.200054,-0.000,Cartographer,red,2
T,22:07:11,39.942662,-75.200058,-0.000,Cartographer,red,2
T,22:07:12,39.942662,-75.200061,-0.000,Cartographer,red,2
T,22:07:12,39.942662,-75.200064,-0.000,Cartographer,red,2
T,22:07:12,39.942662,-75.200067,-0.000,Cartographer,red,2
T,22:07:12,39.942662,-75.200071,-0.000,Cartographer,red,2
T,22:07:12,39.942662,-75.200074,-0.000,Cartographer,red,2
T,22:07:12,39.942663,-75.200077,-0.000,Cartographer,red,2
T,22:07:12,39.942663,-75.200080,-0.000,Cartographer,red,2
T,22:07:12,39.942663,-75.200083,-0.000,Cartographer,red,2
T,22:07:12,39.942663,-75.200087,-0.000,Cartographer,red,2
T,22:07:12,39.942664,-75.200090,0.000,Cartographer,red,2
T,22:07:12,39.942664,-75.200093,0.000,Cartographer,red,2
T,22:07:12,39.942664,-75.200096,0.000,Cartographer,red,2
T,22:07:12,39.942664,-75.200099,0.000,Cartographer,red,2
T,22:07:12,39.942665,-75.200102,0.000,Cartographer,red,2
T,22:07:12,39.942665,-75.200105,0.000,Cartographer,red,2
T,22:07:12,39.942665,-75.200108,0.000,Cartographer,red,2
T,22:07:12,39.942666,-75.200111,0.000,Cartographer,red,2
T,22:07:12,39.942666,-75.200115,0.000,Cartographer,red,2
T,22:07:12,39.942667,-75.200118,0.000,Cartographer,red,2
T,22:07:12,39.942667,-75.200121,0.000,Cartographer,red,2
T,22:07:13,39.942668,-75.200124,0.000,Cartographer,red,2
T,22:07:13,39.942668,-75.200127,0.000,Cartographer,red,2
T,22:07:13,39.942669,-75.200130,0.000,Cartographer,red,2
T,22:07:13,39.942669,-75.200133,0.000,Cartographer,red,2
T,22:07:13,39.942670,-75.200136,0.000,Cartographer,red,2
T,22:07:13,39.942671,-75.200139,0.000,Cartographer,red,2
T,22:07:13,39.942671,-75.200142,0.000,Cartographer,red,2
T,22:07:13,39.942672,-75.200146,0.000,Cartographer,red,2
T,22:07:13,39.942673,-75.200149,0.000,Cartographer,red,2
T,22:07:13,39.942673,-75.200152,0.000,Cartographer,red,2
T,22:07:13,39.942674,-75.200155,0.001,Cartographer,red,2
T,22:07:13,39.942675,-75.200158,0.001,Cartographer,red,2
T,22:07:13,39.942675,-75.200161,0.001,Cartographer,red,2
T,22:07:13,39.942676,-75.200164,0.001,Cartographer,red,2
T,22:07:13,39.942677,-75.200167,0.001,Cartographer,red,2
T,22:07:13,39.942678,-75.200170,0.001,Cartographer,red,2
T,22:07:13,39.942679,-75.200173,0.001,Cartographer,red,2
T,22:07:13,39.942679,-75.200176,0.001,Cartographer,red,2
T,22:07:13,39.942680,-75.200179,0.001,Cartographer,red,2
T,22:07:13,39.942681,-75.200183,0.001,Cartographer,red,2
T,22:07:14,39.942682,-75.200186,0.001,Cartographer,red,2
T,22:07:14,39.942683,-75.200189,0.001,Cartographer,red,2
T,22:07:14,39.942683,-75.200192,0.001,Cartographer,red,2
T,22:07:14,39.942684,-75.200195,0.001,Cartographer,red,2
T,22:07:14,39.942685,-75.200198,0.001,Cartographer,red,2
T,22:07:14,39.942686,-75.200201,0.001,Cartographer,red,2
T,22:07:14,39.942687,-75.200205,0.001,Cartographer,red,2
T,22:07:14,39.942687,-75.200208,0.001,Cartographer,red,2
T,22:07:14,39.942688,-75.200211,0.001,Cartographer,red,2
T,22:07:14,39.942689,-75.200214,0.001,Cartographer,red,2
T,22:07:14,39.942690,-75.200217,0.001,Cartographer,red,2
T,22:07:14,39.942690,-75.200221,0.001,Cartographer,red,2
T,22:07:14,39.942691,-75.200224,0.001,Cartographer,red,2
T,22:07:14,39.942692,-75.200227,0.001,Cartographer,red,2
T,22:07:14,39.942692,-75.200230,0.001,Cartographer,red,2
T,22:07:14,39.942693,-75.200233,0.001,Cartographer,red,2
T,22:07:14,39.942694,-75.200237,0.001,Cartographer,red,2
T,22:07:14,39.942695,-75.200240,0.000,Cartographer,red,2
T,22:07:14,39.942695,-75.200243,0.000,Cartographer,red,2
T,22:07:14,39.942696,-75.200247,0.000,Cartographer,red,2
T,22:07:15,39.942697,-75.200250,0.000,Cartographer,red,2
T,22:07:15,39.942697,-75.200253,0.000,Cartographer,red,2
T,22:07:15,39.942698,-75.200257,0.000,Cartographer,red,2
T,22:07:15,39.942699,-75.200260,0.000,Cartographer,red,2
T,22:07:15,39.942700,-75.200263,0.000,Cartographer,red,2
T,22:07:15,39.942701,-75.200267,0.000,Cartographer,red,2
T,22:07:15,39.942701,-75.200270,0.001,Cartographer,red,2
T,22:07:15,39.942702,-75.200273,0.001,Cartographer,red,2
T,22:07:15,39.942703,-75.200276,0.001,Cartographer,red,2
T,22:07:15,39.942704,-75.200279,0.001,Cartographer,red,2
T,22:07:15,39.942704,-75.200282,0.001,Cartographer,red,2
T,22:07:15,39.942705,-75.200285,0.001,Cartographer,red,2
T,22:07:15,39.942706,-75.200288,0.001,Cartographer,red,2
T,22:07:15,39.942707,-75.200291,0.001,Cartographer,red,2
T,22:07:15,39.942707,-75.200294,0.001,Cartographer,red,2
T,22:07:15,39.942708,-75.200297,0.000,Cartographer,red,2
T,22:07:15,39.942709,-75.200300,0.000,Cartographer,red,2
T,22:07:15,39.942709,-75.200303,0.000,Cartographer,red,2
T,22:07:15,39.942710,-75.200306,0.000,Cartographer,red,2
T,22:07:15,39.942711,-75.200310,0.000,Cartographer,red,2
T,22:07:16,39.942711,-75.200313,0.000,Cartographer,red,2
T,22:07:16,39.942712,-75.200316,0.000,Cartographer,red,2
T,22:07:16,39.942712,-75.200319,0.001,Cartographer,red,2
T,22:07:16,39.942713,-75.200323,0.000,Cartographer,red,2
T,22:07:16,39.942714,-75.200326,0.000,Cartographer,red,2
T,22:07:16,39.942714,-75.200329,0.001,Cartographer,red,2
T,22:07:16,39.942715,-75.200332,0.000,Cartographer,red,2
T,22:07:16,39.942715,-75.200336,0.000,Cartographer,red,2
T,22:07:16,39.942716,-75.200339,0.000,Cartographer,red,2
T,22:07:16,39.942716,-75.200342,0.000,Cartographer,red,2
T,22:07:16,39.942717,-75.200345,0.000,Cartographer,red,2
T,22:07:16,39.942718,-75.200348,0.000,Cartographer,red,2
T,22:07:16,39.942718,-75.200351,0.001,Cartographer,red,2
T,22:07:16,39.942719,-75.200355,0.001,Cartographer,red,2
T,22:07:16,39.942720,-75.200358,0.001,Cartographer,red,2
T,22:07:16,39.942720,-75.200361,0.001,Cartographer,red,2
T,22:07:16,39.942721,-75.200364,0.001,Cartographer,red,2
T,22:07:16,39.942721,-75.200367,0.001,Cartographer,red,2
T,22:07:16,39.942722,-75.200370,0.001,Cartographer,red,2
T,22:07:16,39.942723,-75.200374,0.001,Cartographer,red,2
T,22:07:17,39.942723,-75.200377,0.001,Cartographer,red,2
T,22:07:17,39.942724,-75.200380,0.001,Cartographer,red,2
T,22:07:17,39.942724,-75.200383,0.001,Cartographer,red,2
T,22:07:17,39.942725,-75.200386,0.001,Cartographer,red,2
T,22:07:17,39.942725,-75.200390,0.001,Cartographer,red,2
T,22:07:17,39.942726,-75.200393,0.001,Cartographer,red,2
T,22:07:17,39.942726,-75.200396,0.001,Cartographer,red,2
T,22:07:17,39.942727,-75.200399,0.001,Cartographer,red,2
T,22:07:17,39.942727,-75.200402,0.001,Cartographer,red,2
T,22:07:17,39.942728,-75.200406,0.001,Cartographer,red,2
T,22:07:17,39.942728,-75.200409,0.001,Cartographer,red,2
T,22:07:17,39.942729,-75.200412,0.001,Cartographer,red,2
T,22:07:17,39.942729,-75.200415,0.001,Cartographer,red,2
T,22:07:17,39.942730,-75.200419,0.001,Cartographer,red,2
T,22:07:17,39.942730,-75.200422,0.001,Cartographer,red,2
T,22:07:17,39.942730,-75.200425,0.001,Cartographer,red,2
T,22:07:17,39.942731,-75.200428,0.001,Cartographer,red,2
T,22:07:17,39.942731,-75.200432,0.001,Cartographer,red,2
T,22:07:17,39.942732,-75.200435,0.001,Cartographer,red,2
T,22:07:17,39.942733,-75.200438,0.001,Cartographer,red,2
T,22:07:18,39.942733,-75.200442,0.001,Cartographer,red,2
T,22:07:18,39.942734,-75.200445,0.001,Cartographer,red,2
T,22:07:18,39.942734,-75.200448,0.001,Cartographer,red,2
T,22:07:18,39.942735,-75.200451,0.001,Cartographer,red,2
T,22:07:18,39.942735,-75.200455,0.001,Cartographer,red,2
T,22:07:18,39.942736,-75.200458,0.001,Cartographer,red,2
T,22:07:18,39.942737,-75.200461,0.001,Cartographer,red,2
T,22:07:18,39.942737,-75.200464,0.001,Cartographer,red,2
T,22:07:18,39.942738,-75.200468,0.001,Cartographer,red,2
T,22:07:18,39.942739,-75.200471,0.001,Cartographer,red,2
T,22:07:18,39.942739,-75.200474,0.001,Cartographer,red,2
T,22:07:18,39.942740,-75.200477,0.001,Cartographer,red,2
T,22:07:18,39.942740,-75.200481,0.001,Cartographer,red,2
T,22:07:18,39.942741,-75.200484,0.001,Cartographer,red,2
T,22:07:18,39.942742,-75.200487,0.001,Cartographer,red,2
T,22:07:18,39.942742,-75.200491,0.001,Cartographer,red,2
T,22:07:18,39.942743,-75.200494,0.001,Cartographer,red,2
T,22:07:18,39.942743,-75.200497,0.001,Cartographer,red,2
T,22:07:18,39.942744,-75.200501,0.001,Cartographer,red,2
T,22:07:18,39.942745,-75.200504,0.001,Cartographer,red,2
T,22:07:19,39.942745,-75.200507,0.001,Cartographer,red,2
T,22:07:19,39.942746,-75.200511,0.001,Cartographer,red,2
T,22:07:19,39.942746,-75.200514,0.001,Cartographer,red,2
T,22:07:19,39.942747,-75.200517,0.001,Cartographer,red,2
T,22:07:19,39.942748,-75.200520,0.001,Cartographer,red,2
T,22:07:19,39.942749,-75.200524,0.001,Cartographer,red,2
T,22:07:19,39.942749,-75.200527,0.002,Cartographer,red,2
T,22:07:19,39.942750,-75.200530,0.002,Cartographer,red,2
T,22:07:19,39.942751,-75.200533,0.002,Cartographer,red,2
T,22:07:19,39.942751,-75.200537,0.002,Cartographer,red,2
T,22:07:19,39.942752,-75.200540,0.002,Cartographer,red,2
T,22:07:19,39.942753,-75.200543,0.002,Cartographer,red,2
T,22:07:19,39.942754,-75.200547,0.002,Cartographer,red,2
T,22:07:19,39.942754,-75.200550,0.002,Cartographer,red,2
T,22:07:19,39.942755,-75.200554,0.001,Cartographer,red,2
T,22:07:19,39.942756,-75.200557,0.001,Cartographer,red,2
T,22:07:19,39.942756,-75.200561,0.001,Cartographer,red,2
T,22:07:19,39.942757,-75.200564,0.001,Cartographer,red,2
T,22:07:19,39.942758,-75.200567,0.001,Cartographer,red,2
T,22:07:19,39.942758,-75.200571,0.001,Cartographer,red,2
T,22:07:20,39.942759,-75.200574,0.001,Cartographer,red,2
T,22:07:20,39.942759,-75.200578,0.001,Cartographer,red,2
T,22:07:20,39.942760,-75.200581,0.001,Cartographer,red,2
T,22:07:20,39.942761,-75.200584,0.001,Cartographer,red,2
T,22:07:20,39.942762,-75.200588,0.001,Cartographer,red,2
T,22:07:20,39.942762,-75.200591,0.001,Cartographer,red,2
T,22:07:20,39.942763,-75.200594,0.001,Cartographer,red,2
T,22:07:20,39.942764,-75.200598,0.001,Cartographer,red,2
T,22:07:20,39.942765,-75.200601,0.001,Cartographer,red,2
T,22:07:20,39.942766,-75.200604,0.001,Cartographer,red,2
T,22:07:20,39.942767,-75.200607,0.001,Cartographer,red,2
T,22:07:20,39.942767,-75.200610,0.001,Cartographer,red,2
T,22:07:20,39.942768,-75.200613,0.001,Cartographer,red,2
T,22:07:20,39.942769,-75.200617,0.001,Cartographer,red,2
T,22:07:20,39.942770,-75.200620,0.001,Cartographer,red,2
T,22:07:20,39.942771,-75.200623,0.001,Cartographer,red,2
T,22:07:20,39.942772,-75.200626,0.001,Cartographer,red,2
T,22:07:20,39.942772,-75.200630,0.001,Cartographer,red,2
T,22:07:20,39.942773,-75.200633,0.001,Cartographer,red,2
T,22:07:20,39.942774,-75.200636,0.001,Cartographer,red,2
T,22:07:21,39.942775,-75.200640,0.001,Cartographer,red,2
T,22:07:21,39.942776,-75.200643,0.001,Cartographer,red,2
T,22:07:21,39.942777,-75.200647,0.001,Cartographer,red,2
T,22:07:21,39.942778,-75.200650,0.001,Cartographer,red,2
T,22:07:21,39.942779,-75.200654,0.001,Cartographer,red,2
T,22:07:21,39.942780,-75.200657,0.001,Cartographer,red,2
T,22:07:21,39.942781,-75.200661,0.001,Cartographer,red,2
T,22:07:21,39.942782,-75.200664,0.001,Cartographer,red,2
T,22:07:21,39.942782,-75.200667,0.001,Cartographer,red,2
T,22:07:21,39.942783,-75.200670,0.001,Cartographer,red,2
T,22:07:21,39.942784,-75.200674,0.001,Cartographer,red,2
T,22:07:21,39.942785,-75.200677,0.001,Cartographer,red,2
T,22:07:21,39.942786,-75.200680,0.001,Cartographer,red,2
T,22:07:21,39.942787,-75.200683,0.001,Cartographer,red,2
T,22:07:21,39.942788,-75.200686,0.001,Cartographer,red,2
T,22:07:21,39.942789,-75.200689,0.001,Cartographer,red,2
T,22:07:21,39.942790,-75.200692,0.001,Cartographer,red,2
T,22:07:21,39.942791,-75.200695,0.001,Cartographer,red,2
T,22:07:21,39.942792,-75.200699,0.001,Cartographer,red,2
T,22:07:21,39.942793,-75.200702,0.001,Cartographer,red,2
T,22:07:22,39.942794,-75.200705,0.001,Cartographer,red,2
T,22:07:22,39.942794,-75.200708,0.001,Cartographer,red,2
T,22:07:22,39.942795,-75.200712,0.001,Cartographer,red,2
T,22:07:22,39.942796,-75.200715,0.001,Cartographer,red,2
T,22:07:22,39.942797,-75.200719,0.001,Cartographer,red,2
T,22:07:22,39.942798,-75.200722,0.001,Cartographer,red,2
T,22:07:22,39.942799,-75.200725,0.001,Cartographer,red,2
T,22:07:22,39.942800,-75.200729,0.001,Cartographer,red,2
T,22:07:22,39.942801,-75.200732,0.001,Cartographer,red,2
T,22:07:22,39.942802,-75.200736,0.001,Cartographer,red,2
T,22:07:22,39.942803,-75.200739,0.001,Cartographer,red,2
T,22:07:22,39.942803,-75.200742,0.001,Cartographer,red,2
T,22:07:22,39.942804,-75.200745,0.001,Cartographer,red,2
T,22:07:22,39.942805,-75.200748,0.001,Cartographer,red,2
T,22:07:22,39.942806,-75.200752,0.001,Cartographer,red,2
T,22:07:22,39.942806,-75.200755,0.001,Cartographer,red,2
T,22:07:22,39.942807,-75.200758,0.001,Cartographer,red,2
T,22:07:22,39.942808,-75.200761,0.001,Cartographer,red,2
T,22:07:22,39.942809,-75.200765,0.001,Cartographer,red,2
T,22:07:22,39.942809,-75.200768,0.001,Cartographer,red,2
T,22:07:23,39.942810,-75.200772,0.001,Cartographer,red,2
T,22:07:23,39.942811,-75.200775,0.001,Cartographer,red,2
T,22:07:23,39.942812,-75.200779,0.001,Cartographer,red,2
T,22:07:23,39.942813,-75.200782,0.001,Cartographer,red,2
T,22:07:23,39.942813,-75.200785,0.001,Cartographer,red,2
T,22:07:23,39.942814,-75.200789,0.001,Cartographer,red,2
T,22:07:23,39.942815,-75.200792,0.001,Cartographer,red,2
T,22:07:23,39.942815,-75.200795,0.001,Cartographer,red,2
T,22:07:23,39.942816,-75.200799,0.001,Cartographer,red,2
T,22:07:23,39.942817,-75.200802,0.001,Cartographer,red,2
T,22:07:23,39.942818,-75.200805,0.001,Cartographer,red,2
T,22:07:23,39.942818,-75.200808,0.001,Cartographer,red,2
T,22:07:23,39.942819,-75.200812,0.001,Cartographer,red,2
T,22:07:23,39.942820,-75.200815,0.001,Cartographer,red,2
T,22:07:23,39.942821,-75.200818,0.001,Cartographer,red,2
T,22:07:23,39.942821,-75.200821,0.001,Cartographer,red,2
T,22:07:23,39.942822,-75.200824,0.002,Cartographer,red,2
T,22:07:23,39.942823,-75.200828,0.002,Cartographer,red,2
T,22:07:23,39.942823,-75.200831,0.001,Cartographer,red,2
T,22:07:23,39.942824,-75.200834,0.001,Cartographer,red,2
T,22:07:24,39.942825,-75.200838,0.001,Cartographer,red,2
T,22:07:24,39.942825,-75.200841,0.001,Cartographer,red,2
T,22:07:24,39.942826,-75.200845,0.001,Cartographer,red,2
T,22:07:24,39.942827,-75.200848,0.001,Cartographer,red,2
T,22:07:24,39.942827,-75.200851,0.001,Cartographer,red,2
T,22:07:24,39.942828,-75.200855,0.001,Cartographer,red,2
T,22:07:24,39.942829,-75.200858,0.001,Cartographer,red,2
T,22:07:24,39.942830,-75.200862,0.001,Cartographer,red,2
T,22:07:24,39.942830,-75.200865,0.001,Cartographer,red,2
T,22:07:24,39.942831,-75.200868,0.002,Cartographer,red,2
T,22:07:24,39.942832,-75.200871,0.001,Cartographer,red,2
T,22:07:24,39.942832,-75.200875,0.002,Cartographer,red,2
T,22:07:24,39.942833,-75.200878,0.002,Cartographer,red,2
T,22:07:24,39.942833,-75.200881,0.002,Cartographer,red,2
T,22:07:24,39.942834,-75.200885,0.001,Cartographer,red,2
T,22:07:24,39.942835,-75.200888,0.002,Cartographer,red,2
T,22:07:24,39.942835,-75.200891,0.002,Cartographer,red,2
T,22:07:24,39.942836,-75.200894,0.001,Cartographer,red,2
T,22:07:24,39.942837,-75.200898,0.002,Cartographer,red,2
T,22:07:24,39.942837,-75.200901,0.002,Cartographer,red,2
T,22:07:25,39.942838,-75.200904,0.001,Cartographer,red,2
T,22:07:25,39.942839,-75.200908,0.002,Cartographer,red,2
T,22:07:25,39.942840,-75.200911,0.002,Cartographer,red,2
T,22:07:25,39.942840,-75.200914,0.001,Cartographer,red,2
T,22:07:25,39.942841,-75.200918,0.001,Cartographer,red,2
T,22:07:25,39.942842,-75.200921,0.001,Cartographer,red,2
T,22:07:25,39.942842,-75.200924,0.001,Cartographer,red,2
T,22:07:25,39.942843,-75.200928,0.001,Cartographer,red,2
T,22:07:25,39.942844,-75.200931,0.001,Cartographer,red,2
T,22:07:25,39.942844,-75.200934,0.001,Cartographer,red,2
T,22:07:25,39.942845,-75.200938,0.001,Cartographer,red,2
T,22:07:25,39.942846,-75.200941,0.001,Cartographer,red,2
T,22:07:25,39.942846,-75.200944,0.001,Cartographer,red,2
T,22:07:25,39.942847,-75.200947,0.001,Cartographer,red,2
T,22:07:25,39.942847,-75.200951,0.001,Cartographer,red,2
T,22:07:25,39.942848,-75.200954,0.001,Cartographer,red,2
T,22:07:25,39.942849,-75.200957,0.001,Cartographer,red,2
T,22:07:25,39.942849,-75.200960,0.001,Cartographer,red,2
T,22:07:25,39.942850,-75.200963,0.002,Cartographer,red,2
T,22:07:25,39.942850,-75.200966,0.001,Cartographer,red,2
T,22:07:26,39.942851,-75.200969,0.001,Cartographer,red,2
T,22:07:26,39.942852,-75.200973,0.002,Cartographer,red,2
T,22:07:26,39.942852,-75.200976,0.002,Cartographer,red,2
T,22:07:26,39.942853,-75.200979,0.002,Cartographer,red,2
T,22:07:26,39.942853,-75.200982,0.002,Cartographer,red,2
T,22:07:26,39.942854,-75.200985,0.002,Cartographer,red,2
T,22:07:26,39.942855,-75.200989,0.001,Cartographer,red,2
T,22:07:26,39.942855,-75.200992,0.001,Cartographer,red,2
T,22:07:26,39.942856,-75.200995,0.001,Cartographer,red,2
T,22:07:26,39.942856,-75.200999,0.001,Cartographer,red,2
T,22:07:26,39.942857,-75.201002,0.001,Cartographer,red,2
T,22:07:26,39.942858,-75.201005,0.001,Cartographer,red,2
T,22:07:26,39.942858,-75.201009,0.001,Cartographer,red,2
T,22:07:26,39.942859,-75.201012,0.001,Cartographer,red,2
T,22:07:26,39.942859,-75.201015,0.001,Cartographer,red,2
T,22:07:26,39.942860,-75.201018,0.001,Cartographer,red,2
T,22:07:26,39.942861,-75.201021,0.001,Cartographer,red,2
T,22:07:26,39.942861,-75.201024,0.001,Cartographer,red,2
T,22:07:26,39.942862,-75.201027,0.001,Cartographer,red,2
T,22:07:26,39.942862,-75.201030,0.001,Cartographer,red,2
T,22:07:27,39.942863,-75.201032,0.001,Cartographer,red,2
T,22:07:27,39.942863,-75.201035,0.002,Cartographer,red,2
T,22:07:27,39.942864,-75.201038,0.002,Cartographer,red,2
T,22:07:27,39.942864,-75.201042,0.001,Cartographer,red,2
T,22:07:27,39.942865,-75.201045,0.001,Cartographer,red,2
T,22:07:27,39.942866,-75.201048,0.001,Cartographer,red,2
T,22:07:27,39.942866,-75.201051,0.001,Cartographer,red,2
T,22:07:27,39.942867,-75.201054,0.001,Cartographer,red,2
T,22:07:27,39.942867,-75.201057,0.001,Cartographer,red,2
T,22:07:27,39.942868,-75.201060,0.002,Cartographer,red,2
T,22:07:27,39.942868,-75.201064,0.002,Cartographer,red,2
T,22:07:27,39.942869,-75.201067,0.002,Cartographer,red,2
T,22:07:27,39.942870,-75.201070,0.002,Cartographer,red,2
T,22:07:27,39.942870,-75.201073,0.002,Cartographer,red,2
T,22:07:27,39.942871,-75.201076,0.002,Cartographer,red,2
T,22:07:27,39.942871,-75.201078,0.002,Cartographer,red,2
T,22:07:27,39.942872,-75.201081,0.002,Cartographer,red,2
T,22:07:27,39.942872,-75.201084,0.002,Cartographer,red,2
T,22:07:27,39.942873,-75.201087,0.002,Cartographer,red,2
T,22:07:27,39.942874,-75.201090,0.002,Cartographer,red,2
T,22:07:28,39.942874,-75.201093,0.002,Cartographer,red,2
T,22:07:28,39.942875,-75.201096,0.002,Cartographer,red,2
T,22:07:28,39.942875,-75.201099,0.002,Cartographer,red,2
T,22:07:28,39.942875,-75.201103,0.002,Cartographer,red,2
T,22:07:28,39.942876,-75.201106,0.002,Cartographer,red,2
T,22:07:28,39.942876,-75.201109,0.002,Cartographer,red,2
T,22:07:28,39.942877,-75.201112,0.002,Cartographer,red,2
T,22:07:28,39.942877,-75.201114,0.002,Cartographer,red,2
T,22:07:28,39.942878,-75.201117,0.002,Cartographer,red,2
T,22:07:28,39.942878,-75.201120,0.002,Cartographer,red,2
T,22:07:28,39.942878,-75.201123,0.001,Cartographer,red,2
T,22:07:28,39.942879,-75.201126,0.001,Cartographer,red,2
T,22:07:28,39.942879,-75.201129,0.001,Cartographer,red,2
T,22:07:28,39.942880,-75.201132,0.001,Cartographer,red,2
T,22:07:28,39.942880,-75.201135,0.001,Cartographer,red,2
T,22:07:28,39.942881,-75.201138,0.001,Cartographer,red,2
T,22:07:28,39.942881,-75.201141,0.001,Cartographer,red,2
T,22:07:28,39.942882,-75.201144,0.001,Cartographer,red,2
T,22:07:28,39.942882,-75.201146,0.001,Cartographer,red,2
T,22:07:28,39.942883,-75.201149,0.002,Cartographer,red,2
T,22:07:29,39.942883,-75.201152,0.001,Cartographer,red,2
T,22:07:29,39.942884,-75.201155,0.002,Cartographer,red,2
T,22:07:29,39.942884,-75.201158,0.002,Cartographer,red,2
T,22:07:29,39.942885,-75.201161,0.001,Cartographer,red,2
T,22:07:29,39.942885,-75.201163,0.001,Cartographer,red,2
T,22:07:29,39.942886,-75.201166,0.001,Cartographer,red,2
T,22:07:29,39.942886,-75.201169,0.001,Cartographer,red,2
T,22:07:29,39.942887,-75.201172,0.001,Cartographer,red,2
T,22:07:29,39.942887,-75.201175,0.001,Cartographer,red,2
T,22:07:29,39.942887,-75.201178,0.001,Cartographer,red,2
T,22:07:29,39.942888,-75.201180,0.001,Cartographer,red,2
T,22:07:29,39.942888,-75.201183,0.001,Cartographer,red,2
T,22:07:29,39.942888,-75.201186,0.002,Cartographer,red,2
T,22:07:29,39.942889,-75.201189,0.001,Cartographer,red,2
T,22:07:29,39.942889,-75.201191,0.001,Cartographer,red,2
T,22:07:29,39.942889,-75.201194,0.001,Cartographer,red,2
T,22:07:29,39.942889,-75.201197,0.001,Cartographer,red,2
T,22:07:29,39.942890,-75.201200,0.001,Cartographer,red,2
T,22:07:29,39.942890,-75.201202,0.001,Cartographer,red,2
T,22:07:29,39.942891,-75.201205,0.001,Cartographer,red,2
T,22:07:30,39.942891,-75.201208,0.001,Cartographer,red,2
T,22:07:30,39.942891,-75.201211,0.001,Cartographer,red,2
T,22:07:30,39.942892,-75.201213,0.001,Cartographer,red,2
T,22:07:30,39.942892,-75.201216,0.001,Cartographer,red,2
T,22:07:30,39.942892,-75.201219,0.001,Cartographer,red,2
T,22:07:30,39.942893,-75.201221,0.001,Cartographer,red,2
T,22:07:30,39.942893,-75.201224,0.001,Cartographer,red,2
T,22:07:30,39.942893,-75.201227,0.001,Cartographer,red,2
T,22:07:30,39.942893,-75.201230,0.001,Cartographer,red,2
T,22:07:30,39.942894,-75.201232,0.001,Cartographer,red,2
T,22:07:30,39.942894,-75.201235,0.001,Cartographer,red,2
T,22:07:30,39.942894,-75.201238,0.001,Cartographer,red,2
T,22:07:30,39.942894,-75.201240,0.001,Cartographer,red,2
T,22:07:30,39.942895,-75.201243,0.001,Cartographer,red,2
T,22:07:30,39.942895,-75.201245,0.001,Cartographer,red,2
T,22:07:30,39.942895,-75.201248,0.001,Cartographer,red,2
T,22:07:30,39.942895,-75.201251,0.001,Cartographer,red,2
T,22:07:30,39.942895,-75.201253,0.001,Cartographer,red,2
T,22:07:30,39.942896,-75.201256,0.001,Cartographer,red,2
T,22:07:30,39.942896,-75.201259,0.002,Cartographer,red,2
T,22:07:31,39.942896,-75.201261,0.001,Cartographer,red,2
T,22:07:31,39.942896,-75.201264,0.002,Cartographer,red,2
T,22:07:31,39.942896,-75.201266,0.001,Cartographer,red,2
T,22:07:31,39.942897,-75.201269,0.001,Cartographer,red,2
T,22:07:31,39.942897,-75.201272,0.001,Cartographer,red,2
T,22:07:31,39.942897,-75.201274,0.001,Cartographer,red,2
T,22:07:31,39.942897,-75.201277,0.001,Cartographer,red,2
T,22:07:31,39.942897,-75.201279,0.001,Cartographer,red,2
T,22:07:31,39.942897,-75.201282,0.001,Cartographer,red,2
T,22:07:31,39.942897,-75.201284,0.001,Cartographer,red,2
T,22:07:31,39.942897,-75.201287,0.001,Cartographer,red,2
